Item,Total Price,Unit Price,Date
Scroll for Bow for ATT 60%,"600,000","600,000",2025-06:30
Scroll for Bow for ATT 60%,"600,000","600,000",2025-06:30
Scroll for Bow for ATT 60%,"409,999","409,999",2025-07-15
Scroll for Bow for ATT 60%,"2,939,993","419,999",2025-07-15
Scroll for Bow for ATT 60%,"1,733,332","433,333",2025-07-15
Scroll for Bow for ATT 60%,"888,000","222,000",2025-07-14
Scroll for Bow for ATT 60%,"369,999","369,999",2025-07-14
Scroll for Bow for ATT 60%,"1,555,552","388,888",2025-07-14
Scroll for Bow for ATT 60%,"1,166,664","388,888",2025-07-14
Scroll for Bow for ATT 60%,"777,776","388,888",2025-07-14
Scroll for Bow for ATT 60%,"399,999","399,999",2025-07-14
Scroll for Bow for ATT 60%,"1,600,000","400,000",2025-07-14
Scroll for Bow for ATT 60%,"800,000","400,000",2025-07-14
Scroll for Bow for ATT 60%,"420,000","420,000",2025-07-14
Scroll for Bow for ATT 60%,"430,000","430,000",2025-07-14
Scroll for Bow for ATT 60%,"999,998","499,999",2025-07-14
Scroll for Bow for ATT 60%,"1,333,332","666,666",2025-07-14
Scroll for Bow for ATT 60%,"263,888","263,888",2025-07-13
Scroll for Bow for ATT 60%,"450,000","450,000",2025-07-13
Scroll for Bow for ATT 60%,"2,499,995","499,999",2025-07-13
Scroll for Bow for ATT 60%,"2,499,995","499,999",2025-07-13
Scroll for Bow for ATT 60%,"1,499,997","499,999",2025-07-13
Scroll for Bow for ATT 60%,"290,000","290,000",2025-07-12
Scroll for Bow for ATT 60%,"308,888","308,888",2025-07-12
Scroll for Bow for ATT 60%,"439,000","439,000",2025-07-12
Scroll for Bow for ATT 60%,"2,250,000","450,000",2025-07-12
Scroll for Bow for ATT 60%,"218,000","218,000",2025-07-07
Scroll for Bow for ATT 60%,"219,999","219,999",2025-07-07
Scroll for Bow for ATT 60%,"215,000","215,000",2025-07-06
Scroll for Bow for ATT 60%,"250,000","250,000",2025-07-06
Scroll for Bow for ATT 60%,"840,000","420,000",2025-07-06
Scroll for Bow for ATT 60%,"449,999","449,999",2025-07-06
Scroll for Bow for ATT 60%,"449,999","449,999",2025-07-06
Scroll for Bow for ATT 60%,"900,000","450,000",2025-07-06
Scroll for Bow for ATT 60%,"2,500,000","500,000",2025-07-06
Scroll for Bow for ATT 60%,"500,000","250,000",2025-07-05
Scroll for Bow for ATT 60%,"259,999","259,999",2025-07-05
Scroll for Bow for ATT 60%,"294,444","294,444",2025-07-04
Scroll for Bow for ATT 60%,"500,000","250,000",2025-07-03
Scroll for Bow for ATT 60%,"2,450,000","490,000",2025-06-30
Scroll for Bow for ATT 60%,"2,450,000","490,000",2025-06-30
Scroll for Bow for ATT 60%,"1,199,998","599,999",2025-06-30
Scroll for Bow for ATT 60%,"1,199,998","599,999",2025-06-30
Scroll for Bow for ATT 60%,"1,244,444","622,222",2025-06-30
Scroll for Bow for ATT 60%,"1,244,444","622,222",2025-06-30
Scroll for Bow for ATT 60%,"1,266,666","633,333",2025-06-30
Scroll for Bow for ATT 60%,"1,266,666","633,333",2025-06-30
Scroll for Bow for ATT 60%,"444,444","444,444",2025-06-29
Scroll for Bow for ATT 60%,"2,944,440","588,888",2025-06-29
Scroll for Bow for ATT 60%,"589,999","589,999",2025-06-29
Scroll for Bow for ATT 60%,"599,999","599,999",2025-06-29
Scroll for Bow for ATT 60%,"2,220,000","740,000",2025-06-29
"Scroll for Bow for ATT 60%,","500,000","500,000",2025-06-30
"Scroll for Bow for ATT 60%,","500,000","500,000",2025-06-30
Scroll for Cape for DEX 10%,"2,237,776","1,118,888",2025-07-15
Scroll for Cape for DEX 10%,"1,188,888","1,188,888",2025-07-15
Scroll for Cape for DEX 10%,"1,199,977","1,199,977",2025-07-15
Scroll for Cape for DEX 10%,"1,199,998","1,199,998",2025-07-15
Scroll for Cape for DEX 10%,"3,599,997","1,199,999",2025-07-15
Scroll for Cape for DEX 10%,"2,400,000","1,200,000",2025-07-15
Scroll for Cape for DEX 10%,"1,200,000","1,200,000",2025-07-15
Scroll for Cape for DEX 10%,"1,200,000","1,200,000",2025-07-15
Scroll for Cape for DEX 10%,"4,888,888","1,222,222",2025-07-15
Scroll for Cape for DEX 10%,"3,666,666","1,222,222",2025-07-15
Scroll for Cape for DEX 10%,"4,999,996","1,249,999",2025-07-15
Scroll for Cape for DEX 10%,"2,597,776","1,298,888",2025-07-15
Scroll for Cape for DEX 10%,"3,300,000","1,100,000",2025-07-14
Scroll for Cape for DEX 10%,"1,580,000","1,580,000",2025-07-13
Scroll for Cape for DEX 10%,"1,600,000","1,600,000",2025-07-13
Scroll for Cape for DEX 10%,"1,999,998","999,999",2025-07-07
Scroll for Cape for DEX 10%,"3,300,000","1,100,000",2025-07-06
Scroll for Cape for DEX 10%,"2,400,000","1,200,000",2025-07-06
Scroll for Cape for DEX 10%,"1,200,000","1,200,000",2025-07-06
Scroll for Cape for DEX 10%,"1,300,000","1,300,000",2025-07-06
Scroll for Cape for DEX 10%,"2,777,776","1,388,888",2025-07-05
Scroll for Cape for DEX 10%,"1,399,999","1,399,999",2025-07-05
Scroll for Cape for DEX 10%,"1,399,999","1,399,999",2025-07-05
Scroll for Cape for DEX 10%,"1,400,000","1,400,000",2025-07-05
Scroll for Cape for DEX 10%,"2,861,058","1,430,529",2025-07-05
Scroll for Cape for DEX 10%,"999,999","999,999",2025-07-04
Scroll for Cape for DEX 10%,"3,000,000","1,000,000",2025-07-04
Scroll for Cape for DEX 10%,"1,000,000","1,000,000",2025-07-04
Scroll for Cape for DEX 10%,"1,000,000","1,000,000",2025-07-04
Scroll for Cape for DEX 10%,"2,160,000","1,080,000",2025-07-04
Scroll for Cape for DEX 10%,"4,355,552","1,088,888",2025-07-04
Scroll for Cape for DEX 10%,"1,100,000","1,100,000",2025-07-04
Scroll for Cape for DEX 10%,"1,111,111","1,111,111",2025-07-04
Scroll for Cape for DEX 10%,"5,199,996","1,299,999",2025-07-04
Scroll for Cape for DEX 10%,"1,350,000","1,350,000",2025-07-04
Scroll for Cape for DEX 10%,"2,444,444","1,222,222",2025-07-03
Scroll for Cape for DEX 10%,"1,299,999","1,299,999",2025-07-03
Scroll for Cape for DEX 10%,"3,333,332","1,666,666",2025-06-30
Scroll for Cape for DEX 10%,"3,333,332","1,666,666",2025-06-30
Scroll for Cape for DEX 10%,"1,688,888","1,688,888",2025-06-30
Scroll for Cape for DEX 10%,"1,688,888","1,688,888",2025-06-30
Scroll for Cape for DEX 10%,"1,400,000","700,000",2025-06-29
Scroll for Cape for DEX 10%,"800,000","800,000",2025-06-29
Scroll for Cape for DEX 10%,"800,000","800,000",2025-06-29
Scroll for Cape for DEX 10%,"800,000","800,000",2025-06-29
Scroll for Cape for DEX 10%,"2,910,000","970,000",2025-06-29
Scroll for Cape for DEX 10%,"2,910,000","970,000",2025-06-29
Scroll for Cape for DEX 10%,"970,000","970,000",2025-06-29
Scroll for Cape for DEX 10%,"970,000","970,000",2025-06-29
Scroll for Cape for DEX 10%,"970,000","970,000",2025-06-29
Scroll for Cape for DEX 10%,"970,000","970,000",2025-06-29
Scroll for Cape for DEX 10%,"977,777","977,777",2025-06-29
Scroll for Cape for DEX 10%,"977,777","977,777",2025-06-29
Scroll for Cape for DEX 10%,"2,939,997","979,999",2025-06-29
Scroll for Cape for DEX 10%,"2,939,997","979,999",2025-06-29
Scroll for Cape for DEX 10%,"1,960,000","980,000",2025-06-29
Scroll for Cape for DEX 10%,"1,960,000","980,000",2025-06-29
Scroll for Cape for DEX 10%,"1,977,776","988,888",2025-06-29
Scroll for Cape for DEX 10%,"988,888","988,888",2025-06-29
Scroll for Cape for DEX 10%,"988,888","988,888",2025-06-29
Scroll for Cape for DEX 10%,"1,979,998","989,999",2025-06-29
Scroll for Cape for DEX 10%,"1,979,998","989,999",2025-06-29
Scroll for Cape for DEX 10%,"1,979,998","989,999",2025-06-29
Scroll for Cape for DEX 10%,"4,950,000","990,000",2025-06-29
Scroll for Cape for DEX 10%,"4,950,000","990,000",2025-06-29
Scroll for Cape for DEX 10%,"4,950,000","990,000",2025-06-29
Scroll for Cape for DEX 10%,"4,950,000","990,000",2025-06-29
Scroll for Cape for DEX 10%,"4,950,000","990,000",2025-06-29
Scroll for Cape for DEX 10%,"1,997,998","998,999",2025-06-29
Scroll for Cape for DEX 10%,"2,997,000","999,000",2025-06-29
Scroll for Cape for DEX 10%,"999,000","999,000",2025-06-29
Scroll for Cape for DEX 10%,"2,999,997","999,999",2025-06-29
Scroll for Cape for DEX 10%,"7,458,885","1,065,555",2025-06-29
Scroll for Cape for DEX 10%,"4,399,996","1,099,999",2025-06-29
Scroll for Cape for DEX 10%,"3,299,997","1,099,999",2025-06-29
Scroll for Cape for DEX 10%,"7,700,000","1,100,000",2025-06-29
Scroll for Cape for DEX 10%,"1,900,000","950,000",2025-06-28
Scroll for Cape for DEX 10%,"1,900,000","950,000",2025-06-28
Scroll for Cape for DEX 10%,"950,000","950,000",2025-06-28
Scroll for Cape for DEX 10%,"950,000","950,000",2025-06-28
Scroll for Cape for DEX 10%,"2,880,000","960,000",2025-06-28
Scroll for Cape for DEX 10%,"2,880,000","960,000",2025-06-28
Scroll for Cape for DEX 10%,"960,000","960,000",2025-06-28
Scroll for Cape for DEX 10%,"960,000","960,000",2025-06-28
Scroll for Cape for DEX 10%,"2,910,000","970,000",2025-06-28
Scroll for Cape for DEX 10%,"2,910,000","970,000",2025-06-28
Scroll for Cape for DEX 10%,"3,920,000","980,000",2025-06-28
Scroll for Cape for DEX 10%,"3,920,000","980,000",2025-06-28
Scroll for Cape for DEX 10%,"2,940,000","980,000",2025-06-28
Scroll for Cape for DEX 10%,"2,940,000","980,000",2025-06-28
Scroll for Cape for DEX 10%,"4,944,440","988,888",2025-06-28
Scroll for Cape for DEX 10%,"1,977,776","988,888",2025-06-28
Scroll for Cape for DEX 10%,"988,888","988,888",2025-06-28
Scroll for Cape for DEX 10%,"1,979,998","989,999",2025-06-28
Scroll for Cape for DEX 10%,"1,980,000","990,000",2025-06-28
Scroll for Cape for DEX 10%,"1,980,000","990,000",2025-06-28
Scroll for Cape for DEX 10%,"990,000","990,000",2025-06-28
Scroll for Cape for DEX 10%,"990,000","990,000",2025-06-28
Scroll for Cape for DEX 10%,"2,999,664","999,888",2025-06-28
Scroll for Cape for DEX 10%,"999,888","999,888",2025-06-28
Scroll for Cape for DEX 10%,"3,999,996","999,999",2025-06-28
Scroll for Cape for DEX 10%,"3,999,996","999,999",2025-06-28
Scroll for Cape for DEX 10%,"999,999","999,999",2025-06-28
Scroll for Cape for DEX 10%,"999,999","999,999",2025-06-28
Scroll for Cape for DEX 10%,"999,999","999,999",2025-06-28
Scroll for Cape for DEX 10%,"999,999","999,999",2025-06-28
Scroll for Cape for DEX 10%,"999,999","999,999",2025-06-28
Scroll for Cape for DEX 10%,"999,999","999,999",2025-06-28
Scroll for Cape for DEX 10%,"999,999","999,999",2025-06-28
Scroll for Cape for DEX 10%,"999,999","999,999",2025-06-28
Scroll for Cape for DEX 10%,"999,999","999,999",2025-06-28
Scroll for Cape for DEX 10%,"999,999","999,999",2025-06-28
Scroll for Cape for DEX 10%,"999,999","999,999",2025-06-28
Scroll for Cape for DEX 10%,"999,999","999,999",2025-06-28
Scroll for Cape for DEX 10% Scroll for Cape for DEX 10% Scroll for Cape for DEX 10% Scroll for Cape for DEX 10% Scroll for Cape for DEX 10%,"1,099,999","1,099,999","4,400,000"
Scroll for Cape for DEX 10%:,"2,399,996","1,199,998",2025-07-15
Scroll for Cape for DEX 10%:,"4,046,664","1,348,888",2025-07-06
Scroll for Cape for DEX 10%:,"3,333,332","1,666,666",2025-06-30
Scroll for Cape for DEX 10%:,"3,333,332","1,666,666",2025-06-30
Scroll for Cape for DEX 100%,"699,999","699,999",2025-06:30
Scroll for Cape for DEX 100%,"699,999","699,999",2025-06:30
Scroll for Cape for DEX 100%,"885,000","177,000",2025-07-15
Scroll for Cape for DEX 100%,"660,000","220,000",2025-07-13
Scroll for Cape for DEX 100%,"222,222","222,222",2025-07-13
Scroll for Cape for DEX 100%,"248,888","248,888",2025-07-13
Scroll for Cape for DEX 100%,"333,333","333,333",2025-07-12
Scroll for Cape for DEX 100%,"333,333","333,333",2025-07-12
Scroll for Cape for DEX 100%,"349,999","349,999",2025-07-06
Scroll for Cape for DEX 100%,"1,400,000","350,000",2025-07-06
Scroll for Cape for DEX 100%,"350,000","350,000",2025-07-06
Scroll for Cape for DEX 100%,"350,000","350,000",2025-07-06
Scroll for Cape for DEX 100%,"776,000","388,000",2025-07-06
Scroll for Cape for DEX 100%,"1,169,997","389,999",2025-07-06
Scroll for Cape for DEX 100%,"1,169,997","389,999",2025-07-06
Scroll for Cape for DEX 100%,"3,999,996","999,999",2025-07-06
Scroll for Cape for DEX 100%,"3,999,996","999,999",2025-07-06
Scroll for Cape for DEX 100%,"3,999,996","999,999",2025-07-06
Scroll for Cape for DEX 100%,"1,400,000","350,000",2025-07-05
Scroll for Cape for DEX 100%,"366,666","366,666",2025-07-05
Scroll for Cape for DEX 100%,"797,998","398,999",2025-07-05
Scroll for Cape for DEX 100%,"398,999","398,999",2025-07-05
Scroll for Cape for DEX 100%,"500,000","500,000",2025-07-03
Scroll for Cape for DEX 100%,"600,000","600,000",2025-07-03
Scroll for Cape for DEX 100%,"2,010,000","670,000",2025-07-03
Scroll for Cape for DEX 100%,"670,000","670,000",2025-07-03
Scroll for Cape for DEX 100%,"1,349,998","674,999",2025-07-03
Scroll for Cape for DEX 100%,"649,999","649,999",2025-06-29
Scroll for Cape for DEX 100%,"649,999","649,999",2025-06-29
Scroll for Cape for DEX 100%,"649,999","649,999",2025-06-29
Scroll for Cape for DEX 100%,"649,999","649,999",2025-06-29
Scroll for Cape for DEX 100%,"649,999","649,999",2025-06-29
Scroll for Cape for DEX 100%,"650,000","650,000",2025-06-29
Scroll for Cape for DEX 100%,"650,000","650,000",2025-06-29
Scroll for Cape for DEX 100%,"1,333,332","666,666",2025-06-29
Scroll for Cape for DEX 100%,"1,333,332","666,666",2025-06-29
Scroll for Cape for DEX 100%,"666,666","666,666",2025-06-29
Scroll for Cape for DEX 100%,"666,666","666,666",2025-06-29
Scroll for Cape for DEX 100%,"1,376,000","688,000",2025-06-29
Scroll for Cape for DEX 100%,"1,376,000","688,000",2025-06-29
Scroll for Cape for DEX 100%,"2,755,552","688,888",2025-06-29
Scroll for Cape for DEX 100%,"2,755,552","688,888",2025-06-29
Scroll for Cape for DEX 100%,"699,999","699,999",2025-06-29
Scroll for Cape for DEX 100%,"699,999","699,999",2025-06-29
Scroll for Cape for DEX 100%,"3,500,000","700,000",2025-06-29
Scroll for Cape for DEX 100%,"3,500,000","700,000",2025-06-29
Scroll for Cape for DEX 100%,"3,500,000","700,000",2025-06-29
Scroll for Cape for DEX 100%,"3,500,000","700,000",2025-06-29
Scroll for Cape for DEX 100%,"3,500,000","700,000",2025-06-29
Scroll for Cape for DEX 100%,"3,500,000","700,000",2025-06-29
Scroll for Cape for DEX 100%,"2,100,000","700,000",2025-06-29
Scroll for Cape for DEX 100%,"2,100,000","700,000",2025-06-29
Scroll for Cape for DEX 100%,"711,111","711,111",2025-06-29
Scroll for Cape for DEX 100%,"711,111","711,111",2025-06-29
Scroll for Cape for DEX 100%,"999,998","499,999",2025-06-28
Scroll for Cape for DEX 100%,"654,321","654,321",2025-06-28
Scroll for Cape for DEX 100%,"654,321","654,321",2025-06-28
Scroll for Cape for DEX 100%,"666,666","666,666",2025-06-28
Scroll for Cape for DEX 100%,"666,666","666,666",2025-06-28
Scroll for Cape for DEX 100%,"666,666","666,666",2025-06-28
Scroll for Cape for DEX 100%,"666,666","666,666",2025-06-28
Scroll for Cape for DEX 100%,"719,999","719,999",2025-06-28
Scroll for Cape for DEX 100%,"719,999","719,999",2025-06-28
Scroll for Cape for DEX 100%,"720,000","720,000",2025-06-28
Scroll for Cape for DEX 100%,"720,000","720,000",2025-06-28
Scroll for Cape for DEX 100%,"749,990","749,990",2025-06-28
Scroll for Cape for DEX 100%,"749,990","749,990",2025-06-28
Scroll for Cape for DEX 100%,"3,944,000","788,800",2025-06-28
Scroll for Cape for DEX 100%,"3,944,000","788,800",2025-06-28
Scroll for Cape for DEX 100%,"2,366,400","788,800",2025-06-28
Scroll for Cape for DEX 100%,"2,366,400","788,800",2025-06-28
Scroll for Cape for DEX 100%,"800,000","800,000",2025-06-28
Scroll for Cape for DEX 100%,"800,000","800,000",2025-06-28
Scroll for Cape for DEX 60%,"2,699,999","2,699,999",2025-06:29
Scroll for Cape for DEX 60%,"15,061,200","3,012,240",2025-06:29
Scroll for Cape for DEX 60%,"10,461,345","3,487,115",2025-06-29:
Scroll for Cape for DEX 60%,"10,461,345","3,487,115",2025-06-29:
Scroll for Cape for DEX 60%,"1,988,888","1,988,888",2025-07-15
Scroll for Cape for DEX 60%,"1,995,000","1,995,000",2025-07-15
Scroll for Cape for DEX 60%,"1,996,666","1,996,666",2025-07-15
Scroll for Cape for DEX 60%,"1,999,899","1,999,899",2025-07-15
Scroll for Cape for DEX 60%,"1,999,999","1,999,999",2025-07-15
Scroll for Cape for DEX 60%,"1,999,999","1,999,999",2025-07-15
Scroll for Cape for DEX 60%,"1,999,999","1,999,999",2025-07-15
Scroll for Cape for DEX 60%,"8,000,000","2,000,000",2025-07-15
Scroll for Cape for DEX 60%,"2,000,000","2,000,000",2025-07-15
Scroll for Cape for DEX 60%,"2,000,000","2,000,000",2025-07-15
Scroll for Cape for DEX 60%,"2,000,000","2,000,000",2025-07-15
Scroll for Cape for DEX 60%,"2,050,000","2,050,000",2025-07-15
Scroll for Cape for DEX 60%,"10,555,550","2,111,110",2025-07-15
Scroll for Cape for DEX 60%,"5,333,331","1,777,777",2025-07-14
Scroll for Cape for DEX 60%,"1,777,777","1,777,777",2025-07-14
Scroll for Cape for DEX 60%,"2,308,000","2,308,000",2025-07-13
Scroll for Cape for DEX 60%,"2,222,222","2,222,222",2025-07-07
Scroll for Cape for DEX 60%,"2,391,111","2,391,111",2025-07-07
Scroll for Cape for DEX 60%,"9,599,952","2,399,988",2025-07-07
Scroll for Cape for DEX 60%,"2,333,333","2,333,333",2025-07-06
Scroll for Cape for DEX 60%,"2,388,888","2,388,888",2025-07-06
Scroll for Cape for DEX 60%,"2,400,000","2,400,000",2025-07-06
Scroll for Cape for DEX 60%,"7,500,000","2,500,000",2025-07-06
Scroll for Cape for DEX 60%,"10,000,000","2,500,000",2025-07-05
Scroll for Cape for DEX 60%,"2,600,000","2,600,000",2025-07-05
Scroll for Cape for DEX 60%,"2,888,888","2,888,888",2025-07-05
Scroll for Cape for DEX 60%,"2,899,999","2,899,999",2025-07-05
Scroll for Cape for DEX 60%,"2,899,999","2,899,999",2025-07-05
Scroll for Cape for DEX 60%,"2,899,999","2,899,999",2025-07-05
Scroll for Cape for DEX 60%,"2,900,000","2,900,000",2025-07-05
Scroll for Cape for DEX 60%,"2,900,000","2,900,000",2025-07-05
Scroll for Cape for DEX 60%,"2,950,000","2,950,000",2025-07-05
Scroll for Cape for DEX 60%,"47,999,984","2,999,999",2025-07-05
Scroll for Cape for DEX 60%,"11,999,996","2,999,999",2025-07-05
Scroll for Cape for DEX 60%,"2,999,999","2,999,999",2025-07-05
Scroll for Cape for DEX 60%,"3,000,000","3,000,000",2025-07-05
Scroll for Cape for DEX 60%,"3,111,111","3,111,111",2025-07-05
Scroll for Cape for DEX 60%,"3,299,999","3,299,999",2025-07-05
Scroll for Cape for DEX 60%,"3,333,333","3,333,333",2025-07-05
Scroll for Cape for DEX 60%,"2,559,999","2,559,999",2025-07-04
Scroll for Cape for DEX 60%,"2,560,000","2,560,000",2025-07-04
Scroll for Cape for DEX 60%,"2,570,000","2,570,000",2025-07-04
Scroll for Cape for DEX 60%,"2,588,880","2,588,880",2025-07-04
Scroll for Cape for DEX 60%,"2,599,999","2,599,999",2025-07-04
Scroll for Cape for DEX 60%,"2,600,000","2,600,000",2025-07-04
Scroll for Cape for DEX 60%,"2,600,000","2,600,000",2025-07-04
Scroll for Cape for DEX 60%,"2,600,000","2,600,000",2025-07-04
Scroll for Cape for DEX 60%,"2,600,000","2,600,000",2025-07-04
Scroll for Cape for DEX 60%,"2,666,666","2,666,666",2025-07-04
Scroll for Cape for DEX 60%,"2,677,777","2,677,777",2025-07-04
Scroll for Cape for DEX 60%,"8,059,233","2,686,411",2025-07-04
Scroll for Cape for DEX 60%,"8,059,233","2,686,411",2025-07-04
Scroll for Cape for DEX 60%,"10,755,552","2,688,888",2025-07-04
Scroll for Cape for DEX 60%,"2,699,999","2,699,999",2025-07-04
Scroll for Cape for DEX 60%,"2,700,000","2,700,000",2025-07-04
Scroll for Cape for DEX 60%,"2,300,000","2,300,000",2025-07-03
Scroll for Cape for DEX 60%,"2,300,000","2,300,000",2025-07-03
Scroll for Cape for DEX 60%,"2,500,000","2,500,000",2025-07-03
Scroll for Cape for DEX 60%,"2,500,000","2,500,000",2025-07-03
Scroll for Cape for DEX 60%,"8,099,997","2,699,999",2025-07-03
Scroll for Cape for DEX 60%,"5,399,998","2,699,999",2025-07-03
Scroll for Cape for DEX 60%,"5,399,998","2,699,999",2025-07-03
Scroll for Cape for DEX 60%,"5,400,000","2,700,000",2025-07-03
Scroll for Cape for DEX 60%,"13,988,885","2,797,777",2025-07-03
